08出品者,08場所,フィールド1,神代０７,神代０８,07場所,07出品者,出典,修正・レコード内追加,修正事項,出所･担当等,品種名,交配親・産地,分類,花色,作出命名者,所属・Sec/原種　,発表見/掲載,読み,掲載,追加,フィールド3,フィールド2,担当者,入
,,○,,,,,DOOR,,,,trianae                 (sp),"America    Colombia (Norte de Santander,Cundinamarca)",z,,(A.DC.) Warb.,Casparya,1859,ﾄﾘｱﾈ,,,,,,
,,○,,,,,DOOR,,,,tribenensis            (sp),Asia         Nepal,z,,C. R. Rao,DiplocliniumⅢ,1969,ﾄﾘﾍﾞﾈﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,tribracteata           (sp),America    Peru (Ayacucho)　,z,,Irmscher,Cyathocnemis,1949,ﾄﾘﾌﾞﾗｸﾃｱｰﾀ,,,,,,
,,○,,,,,DOOR,,,,trichocarpa           (sp),Asia         India,tuberous,,Dalz.,ReichenheimiaⅡ,1851,ﾄﾘｺｶﾙﾊﾟ,,,,,,
,,○,,,,,DOOR,,,,trichochila            (sp),Asia         Philippines (Luzon),z,,Warb.,DiplocliniumⅠ,1904,ﾄﾘｺｷﾗ,,,,,,
,,○,,,,,DOOR,,,,trichopoda            (sp),Asia         Indonesia (Sumatra),z,,Miq.,ReichenheimiaⅡ,1858,ﾄﾘｺﾎﾟﾀﾞ,,,,,,
,,○,,,,,DOOR,,,,trichosepala      (sp)   syn. erythrotricha,America    Guatemala,z,,C. DC.,Weilbachia ?,1895,ﾄﾘｺｾﾊﾟﾗ,,,,,,
,,○,,,,,DOOR,,,,tricornis             (sp),Asia         Peninsular Malaysia,shrub,,Ridley,Sphenanthera,1917,ﾄﾘｺﾙﾆｽ,,,,,,○
,,○,,,,,DOOR,,,,tricuspidata         (sp),Asia         Burma (Moulmein),z,,C. B. Clarke,Alicida,1879,ﾄﾘｸｽﾋﾟﾀﾞﾀ,,,,,,
,,○,,,,,DOOR,,,,triflora                 (sp)　   → scutifolia,Africa       Gabon,rhiz,yellow,Irmscher,Loasibegonia,1921,ﾄﾘﾌﾛｰﾗ,,,,,,○'83
,,○,,,,,DOOR,,,,trigonocarpa        (sp),Asia         Indonesia (Sumatra),z,,Ridley,Sphenanthera,1917,ﾄﾘｺﾞﾉｶﾙﾊﾟ,,,,,,
,,○,,,,,DOOR,,,,triradiata             (sp),Asia         Burma,z,,C. B. Clarke,Alicida,1879,ﾄﾘﾗﾃﾞｨｱｰﾀ,,,,,,
,,○,,,,,DOOR,,,,triramosa            (sp),America    Ecuador (Chimbarazo),z,,Irmscher,Knesebeckia,1949,ﾄﾘﾗﾓｰｻ,,,,,,
,,○,,,,,DOOR,,,,trispathulata        (sp),"America    Colombia ?,Venezuela (Aragua,Lara,Trujillo)　　",z,,(A.DC.) Warb.,Casparya,1859,ﾄﾘｽﾊﾟﾂﾗｰﾀ,,,,,,
,,○,,,,,DOOR,,,,trisulcata            (sp),Asia         Indonesia (Java),z,,(A.DC.) Warb.,Sphenanthera ?,1859,ﾄﾘｽﾙｶｰﾀ,,,,,,
,,○,,,,,DOOR,,,,tropaeolifolia        (sp),"America    Colombia (Cundinamarca), Ecuador",rhiz,,A. DC.,Gobenia,1859,ﾄﾛﾍﾟｵﾘﾌｫﾘｱ,,,,,,
,,○,,,,,DOOR,,,,trujillensis           (sp),America    Venezuela (Trujillo),z,,L. B.Smith,Casparya,1973,ﾄﾙｲﾚﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,trullifolia             (sp),Africa       Madagascar,z,,Guillaumin,?(imperfectly known),1923,ﾄﾙﾘﾌｫﾘｱ,,,,,,
,,○,,,,,DOOR,,,,truncatiloba         (sp),Asia         China (Yunnan),z,,Irmscher,Platycentrum,1939,ﾄﾙﾝｶﾃｨﾛﾊﾞ,,,,,,
,,○,,,,,DOOR,,,,truncicola           (sp),"America    Ecuador (Carchi, Pichincha)",z,,Sod. ex C.DC.,Gobenia,1908,ﾄﾙﾝｷｺﾗ,,,,,,
,,○,,,,,DOOR,,,,tsaii                   (sp),Asia         China (Yunnan),rhiz,,Irmscher,Platycentrum,1951,ﾂｻｲｲ,,,,,,
,,○,,,,,DOOR,,,,tsaratananensis     (sp),Africa       Madagascar,z,,Aymonin&Bosser,Quadrilobaria,1983,ﾂｻﾗﾀﾅﾈﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,tsimihety            (sp),Africa       Madagascar,z,,Humbert ex Bosser&Keraudren-Aymonin,Erminea,1983,ﾂｼﾐｴﾃｨ,,,,,,
,,○,,,,,DOOR,,,,tsoongii              (sp),Asia         China (Guangxi),z,,C. Y. Wu,Platycentrum,,ﾂｿｵﾝｷﾞｲ,,,,,,
,,○,,,,,DOOR,,,,tumaitesii           (sp),?                         ?,z,,Hort.,?,1859,ﾂﾏｲﾃｼｲ,,,,,,
,,○,,,,,DOOR,,,,tumbezensis       (sp),America    Peru (Tumber),tuberous,,Irmscher,Eupetalum,1953,ﾂﾝﾍﾞｾﾞﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,turbinata            (sp),Asia         Indonesia (Sumatra),z,,Ridley,Sphenanthera,1917,ﾂﾙﾋﾞﾅｰﾀ,,,,,,
,,○,,,,,DOOR,,,,udisilvestris        (sp),America    Guatemala to Nicaragua,shrub,,C. DC.,Parietoplacentalia,1919,ｳﾃﾞｨｼﾙｳｪｽﾄﾘｽ,,,,,,
,,○,○,,Ｂ－１,一寸木,DOOR,,,,ulmifolia             (sp),"America    Venezuela, Guyana, Trinidad",thick/stem,,Willd.,Donaldia,1825,ｳﾙﾐﾌｫﾘｱ,,,,,,○
,,○,,,,,DOOR,,,,umbellata          (sp)    syn. fissisepala,"America    Colombia (Tolima, Caldas,Cauca)",z,,Humb.Bonpl.& Kunth,Casparya,1825,ｳﾝﾍﾞﾗｰﾀ,,,,,,
,,○,,,,,DOOR,,,,umbraculifera       (sp),America    Brazil,z,,Hook. f.,? (hybrid),1896,ｳﾝﾌﾞﾗｸﾘﾌｪﾗ,,,,,,
,,○,,,,,DOOR,,,,umbraculifolia       (sp),Asia         China (Guangxi),z,,Y. Wan& B.N.Chang,Coelocentrum,1987,ｳﾝﾌﾞﾗｸﾘﾌｫﾘｱ,,,,,,
,,○,,,,,DOOR,,,,unduavensis        (sp)      syn. lignosa,"America    Bolivia (La paz, Cochabamba)",z,,Rusby,Hydristyles,1920,ｳﾝﾄﾞｩｱｳｪﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,undulata             (sp),America    Brazil (Rio de Janeiro),cane,,Schott,Gaerdtia,1827,ｳﾝﾄﾞｩﾗｰﾀ,,,,,,○
,,○,,,,,DOOR,,,,uniflora              (sp),America    Mexico (San Luis Potosi),tuberous,,S. Wats.,Knesebeckia,1890,ｳﾆﾌﾛｰﾗ,,,,,,○
,,○,,,,,DOOR,,,,unilateralis          (sp),America    Bolivia,z,,Rusby,Hydristyles,1934,ｳﾆﾗﾃﾗﾘｽ,,,,,,
,,○,,,,,DOOR,,,,urdanetensis       (sp),Asia         Philippines,z,,Elmer,Petermannia,1915,ｳﾙﾀﾞﾈﾃﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,urophylla             (sp),America    Guatemala to Colombia,rhiz,,Hook.,Gireoudia,1855,ｳﾛﾌｨﾗ,,,,,,
,,○,,,,,DOOR,,,,ursina                (sp),America    Colombia (Magdalena),z,,L. B.Smith&Schubert,Casparya,1946,ｳﾙｼﾅ,,,,,,
,,○,,,,,DOOR,,,,urticae               (sp),America    Costa Rica to Peru,trail/scand,,L.  f.,Casparya,1781,ｳﾙﾃｨｹ,,,,,,○'80
,,○,,,,,DOOR,,,,uruapensis          (sp),America    Mexico (Mexico),z,,Sesse & Moc.,Quadriperigonia,1890,ｳﾙｱﾍﾟﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,vagans              (sp),Asia         Thailand,z,,Craib,Parvibegonia,1930,ｳｧｶﾞﾝｽ,,,,,,
,,○,,,,,DOOR,,,,valdensium          (sp),America    Brazil (Rio de Janeiro),shrub,,A. DC.,Pritzelia,1859,ｳｧﾙﾃﾞﾝｼｳﾑ,,,,,,○'76
,,○,,,,,DOOR,,,,valerioi              (sp),America    Costa Rica,thick/stem,,Standley,Weilbachia ?,1927,ｳｧﾚﾘｵｲ,,,,,,
,,○,,,,,DOOR,,,,valida                (sp),America    Brazil (Rio de Janeiro),thick/stem,,Goebel,Pritzelia,1915,ｳｧﾘﾀﾞ,,,,,,○
,,○,,,,,DOOR,,,,validissima          (sp),?                      (nomem subnudum)?,z,,Hort.,?,1887,ｳｧﾘﾃﾞｨｯｼﾏ,,,,,,
,,○,,,,,DOOR,○,読み,,valvata              (sp),America    Ecuador (Morona-Santiago),z,,L. B.Smith&Schubert,Semibegoniella,1952,ｳｧﾙｳｧｰﾀ,,,,,,
,,○,,,,,DOOR,,,,vandewateri         (sp),Asia         New Guinea,z,,Ridley,Petermannia,1916,ｳｧﾝﾃﾞﾜﾃﾘ,,,,,,
,,○,,,,,DOOR,,,,vankerckhovenii     (sp),"Africa       Gabon, Dem.Rep.Congo",rhiz,,De Wild.,Scutobegonia,1915,ｳｧﾝｹﾙｺｳｪﾆｲ,,,,,,
,,○,,,,,DOOR,,,,vanoverberghii       (sp),Asia         Philippines (Luzon),z,,Merr.,DiplocliniumⅠ,1911,ｳｧﾉｳｪﾙﾍﾞﾙｷﾞｲ,,,,,,
,,○,,,,,DOOR,,,,vareschii            (sp),America    Venezuela (Barinas),trail/scand,,Irmscher,Casparya,1959,ｳｧﾚｽｷｲ,,,,,,
,,○,,,,,DOOR,,tuberous white,,variabilis             (sp),Asia         Peninsular Malaysia,z,,Ridley,Parvibegonia,1911,ｳｧﾘｱﾋﾞﾘｽ,,,,,,
,,○,,,,,DOOR,,,,varistyla              (sp),America    Bolivia (Santa Cruz),z,,Irmscher,Ruizopavonia,1953,ｳｧﾘｽﾃｨﾗ,,,,,,
佐藤守,C-5,○,○,○,F,,DOOR,,,,veitchii              (sp)      syn. rosiflora,"America    Peru (Cuzco, Apurimac)",tuberous,,Hook. f.,Eupetalum,1867,ﾋﾞｰﾁｲ,,,,,,○'71
,,○,,,,,DOOR,,,,velata                 (sp),America    Peru (Piura),z,,L. B.Smith&Schubert,Knesebeckia,1941,ｳｪﾗﾀ,,,,,,
,,○,,,,,DOOR,,,,velloziana            (sp),America    Brazil,rhiz,,Walp.,Trachelocarpus,1843,ｳｪﾛｼﾞｱｰﾅ,,,,,,○
,,○,○,,Ｄ－２,,DOOR,○,分類,,venosa                  (sp),America    Brazil (Rio de Janeiro),thick/stem,,Skan ex Hook. f.,Begonia,1899,ｳｪﾉｰｻ,,,,,,○
,,○,,,,,DOOR,○,white,,venusta       (sp)    syn. megapteroidea,Asia         Peninsular Malaysia,rhiz,,King,Platycentrum,1902,ｳｪﾇｽﾀ,,,,,,○'83
,,○,,,,,DOOR,,,,verruculosa         (sp),America    Venezuela (Sucre),z,,L. B.Smith,Pritzelia ?,1973,ｳｪﾙｸﾛｰｻ,,,,,,
三山,C-3,○,,○,,,DOOR,,,,versicolor           (sp),Asia         China (Yunnan),rhiz,,Irmscher,Platycentrum,1939,ｳｪﾙｼｺﾛﾙ,,,,,,○
,,○,,,,,DOOR,,,,vestita               (sp),"America    Costa Rica, Panama",rhiz,,C. DC.,Gireoudia,1908,ｳｪｽﾃｨﾀ,,,,,,○
,,○,,,,,DOOR,,,,vicina                 (sp),America    Brazil (Sao Paulo),z,,,Pritzelia,1953,ｳｨｷﾅ,,,,,,
,,○,,,,,DOOR,,,,villifera                (sp),?                         ?,z,,Hort.,?,1853,ｳｨﾘﾌｪﾗ,,,,,,
,,○,,,,,DOOR,,,,villifolia                (sp),Asia         China (Yunnan),z,,Irmscher,Platycentrum,1951,ｳｨﾘﾌｫﾘｱ,,,,,,
,,○,,,,,DOOR,,,,vincentiana          (sp),America    St Vincent,z,,O. E. Schlz,Begonia,1911,ｳｨﾝｹﾝﾃｨｱｰﾅ,,,,,,
神Ｂ,J-3,○,○,○,Ｄ－２,佐藤由,DOOR,,,,violifolia              (sp),America    Mexico (Chiapas?),rhiz,,A. DC.,Weilbachia,1859,ｳｨｵﾘﾌｫﾘｱ,,,,,,○'87
,,○,,,,,DOOR,,,,viridiflora             (sp),America    Peru (Huanuco),z,,A. DC.,Cyathocnemis,1859,ｳｨﾘﾃﾞｨﾌﾛｰﾗ,,,,,,
,,○,,,,,DOOR,,,,viscida                (sp),America    Mexico (Oaxaca),tuberous,,Ziesenh.,Knesebeckia,1969,ｳｨｽｷﾀﾞ,,,,,,○
,,○,,,,,DOOR,,,,vitiensis              (sp),Asia         Fiji,z,,A. C. Smith,DiplocliniumⅠ,1936,ｳｨﾃｨｴﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,vittariifolia           (sp),Africa       Gabon,rhiz,,N. Halle,Scutobegonia,1972,ｳｨｯﾀﾘｲﾌｫﾘｱ,,,,,,
,,○,,,,,DOOR,,,,vuijckii               (sp),Asia         Indonesia (Java),z,,Koord.,ReichenheimiaⅠ,1912,ｳｲﾖｯｷｲ,,,,,,
,,○,,,,,DOOR,,,,wadei                (sp),Asia         Philippines (Coron),z,,Merr.&Quisumb.,DiplocliniumⅡ,1932,ﾜﾃﾞｲ,,,,,,
,,○,,,,,DOOR,,,,wagenerana        (sp),America    Brazil or Venezuela,z,,Hook.,Cyathocnemis?,1857,ﾜｹﾞﾈﾗｰﾅ,,,,,,
,,○,,,,,DOOR,,,,wakefieldii          (sp),"Africa       Kenia, Tanzania",z,,Gilg ex Engl.,Augustia,1921,ﾜｹﾌｨｴﾙﾃﾞｨｲ,,,,,,
,,○,,,,,DOOR,○,分類,,"wallichiana  (sp)  syn. franconis,modesta",America    Mexico,thick/stem,,Lehman,Doratometra,1840,ﾜﾘｷｱｰﾅ,,,,,,○
,,○,,,,,DOOR,,,,walteriana           (sp),Asia         Borneo (Labuan),z,,Irmscher,Petermannia,1964,ﾜﾙﾃﾘｱｰﾅ,,,,,,
,,○,,,,,DOOR,,,,wangii                (sp),Asia         China (Yunnan),z,,Yu,ReichenheimiaⅡ,1948,ﾜﾝｷﾞｲ,,,,,,
,,○,,,,,DOOR,,,,warburgii             (sp),Asia         New Guinea,z,,K. Schum. & Lauterb.,Petermannia ?,1901,ﾜﾙﾌﾞﾙｷﾞｲ,,,,,,
,,○,,,,,DOOR,,,,wariana               (sp),Asia         New Guinea,z,,Irmscher,Petermannia,1913,ﾜﾘｱｰﾅ,,,,,,
,,○,,,,,DOOR,,,,warscewiczii         (sp),→ conchifolia A. Dietr.,rhiz,,Neumann,,1847,ﾜﾙｽｹｳｨｸｽﾞｲ,,,,,,
,,○,,,,,DOOR,,,,wattii                 (sp),Asia         India (Himalaya),z,,C. B. Clarke,Parvibegonia,1890,ﾜｯﾃｨｲ,,,,,,
,,○,,,,,DOOR,,,,weberbaueri         (sp),America    Peru (Cajamarca),tuberous,,Irmscher,Eupetalum,1953,ｳｪﾍﾞﾙﾊﾞｳｴﾘ,,,,,,
,,○,,,,,DOOR,,,,weberi                (sp),Asia         Philippines (Mindanao),z,,Merr.,Petermannia,1912,ｳｪﾍﾞﾘ,,,,,,
,,○,,,,,DOOR,,,,weberlingii           (sp),America    El Salvador,z,,Irmscher,Knesebeckia,1963,ｳｪﾍﾞﾙﾘﾝｷﾞｲ,,,,,,
,,○,,,,,DOOR,,,,weddelliana          (sp),America    Bolivia (Yungas),z,,A. DC.,Knesebeckia,1859,ｳｪﾃﾞﾘｱｰﾅ,,,,,,
,,○,,,,,DOOR,,,,weigallii               (sp),Asia         Solomom Islands,z,,Hemsl.,Petermannia,1896,ｳｪｲｶﾞﾘｲ,,,,,,
,,○,,,,,DOOR,,,,wengeri              (sp),Asia         India (Mizoram),z,,C. E.C. Fischer,Alicida ?,1932,ｳｪﾝｹﾞﾘ,,,,,,
,,○,,,,,DOOR,,,,wenshanensis      (sp),Asia         China (Yunnan),z,,C. M. Hu,DiplocliniumⅡ,,ｳｪﾝｻﾈﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,wenzelii             (sp),Asia         Philippines (Leyte),z,,Merr.,Petermannia,1915,ｳｪﾝｾﾞﾘｲ,,,,,,
,,○,,,,,DOOR,,,,wilczekiana         (sp),→ elaeagnifolia Hook. f.,trail/scand,,N. Halle,,1969,ｳｨﾙｸｾﾞｷｱｰﾅ,,,,,,
,,○,,,,,DOOR,,,,wilksii                (sp),Africa       Gabon,z,,Sosef,Scutobegonia,1991,ｳｨﾙｸｼｲ,,,,,,
,,○,,,,,DOOR,,,,wilsonii               (sp),Asia         China (Szechuan),z,,Gagnep.,DiplocliniumⅢ,1919,ｳｨﾙｿﾆｲ,,,,,,
,,○,,,,,DOOR,,,,wollastonii          (sp),"Africa       Dem.Rep.Congo, Uganda",z,,E. G. Baker,Rostrobegonia,1908,ｳｫﾗｽﾄﾆｲ,,,,,,
,,○,,,,,DOOR,,,,wollnyi             (sp)       syn. williamsii,"America    Bolivia (La Paz, Yungas, Sta Cruz)",thick/stem,,Herzog,Knesebeckia,1909,ｳｫﾙﾆｲ,,,,,,○'71
,,○,,,,,DOOR,,,,woodii              (sp),Asia         Philippines (Palawan),z,,Merr.,DiplocliniumⅢ,1925,ｳｯﾃﾞｨｲ,,,,,,
,,○,,,,,DOOR,,,,wrightiana          (sp),America    Cuba,z,,A. DC.,Begonia,1859,ﾗｲﾃｨｱｰﾅ,,,,,,
,,○,,,,,DOOR,,,,wurdackii           (sp),America    Peru (Amazonas),z,,L. B.Smith&Schubert,Gobenia,1963,ｳﾙﾀﾞｯｷｲ,,,,,,
,,○,○,,Ｄ－１,佐藤由,DOOR,,,,xanthina            (sp)           syn. lazuli,Asia         India,rhiz,yellow,Hook.,Platycentrum,1852,ｸｻﾝﾃｨｰﾅ,,,,,,○'70
,,○,,,,,DOOR,,,,xerophyta          (sp),America    Ecuador (Loja),tuberous,,L. B.Smith&Wasshausen,Eupetalum ?,1979,ｸｾﾛﾌｨﾀ,,,,,,
,,○,,,,,DOOR,,,,xilitlensis           (sp),America    Mexico (San Luis Potosi),z,,Burt-Utley,Gireoudia,1984,ｸｼﾘﾂﾚﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,xingyiensis         (sp),Asia         China (Guizhou),z,,T. C. Ku,DiplocliniumⅢ,,ｸｼﾝｷﾞｲｴﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,xinyiensis           (sp),Asia         China (Guangdong),z,,T. C. Ku　　,DiplocliniumⅢ?,,ｸｼﾆｲｴﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,xiphophylla         (sp),Asia         Borneo (Sarawak),z,,Irmscher,Petermannia,1953,ｸｼﾌｫﾌｨﾗ,,,,,,
,,○,,,,,DOOR,,,,xishuiensis         (sp),Asia         China (Guizhou),z,,T. C. Ku,DiplocliniumⅢ?,,ｸｼｽｲｴﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,xylopoda            (sp),America    Colombia (Putumayo),z,,L. B.Smith&Schubert,Ruizopavonia,1946,ｸｼﾛﾎﾟﾀﾞ,,,,,,
,,○,,,,,DOOR,,rhiz　white,,yappii                (sp),Asia         Peninsular Malaysia,z,,Ridley,DiplocliniumⅠ?,1929,ﾔｯﾋﾟｲ,,,,,,
,,○,,,,,DOOR,,,,ynesiae             (sp),"America    Ecuador (Carchi, Pichincha)",z,,L. B.Smith&Wasshausen,Gobenia,1979,ｲﾈｼｴ,,,,,,
,,○,,,,,DOOR,,,,yui                   (sp),Asia         China (Yunnan),z,,Irmscher,DiplocliniumⅡ,1951,ﾕｲ,,,,,,
,,○,,,,,DOOR,,,,yunnanensis       (sp),Asia         China (Yunnan),z,,Leveille,DiplocliniumⅡ,1909,ﾕﾝﾅﾈﾝｼｽ,,,,,,○
,,○,,,,,DOOR,,,,zairensis             (sp),Africa       Dem.Rep.Congo,z,,Sosef,Scutobegonia,1991,ｻﾞｲﾚﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,zamboangensis        (sp),Asia         Philippines (Mindanao),z,,Merr.,Petermannia,1925,ｻﾞﾝﾎﾞｱﾝｹﾞﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,zenkeriana            (sp),Africa       Cameroon,z,,L. B.Smith&Wasshausen,Scutobegonia,1984,ｾﾞﾝｹﾘｱｰﾅ,,,,,,
,,○,,,,,DOOR,,,,zimmermannii       (sp),Africa       Tanzania,z,,Peter ex Irmscher,Tetraphila,1961,ｼﾞﾝﾏｰﾏﾝﾆｲ,,,,,,
,,○,,,,,DOOR,,,,zollingeriana        (sp),Asia         Indonesia (Java),z,,A. DC.,Parvibegonia,1859,ｿﾞﾘﾝｹﾞﾘｱｰﾅ,,,,,,
,,○,,,,,DOOR,,,,calliantha               (sp),Asia         New Guinea,z,,Merr.&L.M.Perry,Petermannia,1943,ｶﾘｱﾝﾀ,,,,,,
,,○,,,,,DOOR,,,,dominicalis             (sp),America    Dominica,shrub,,A. DC.,Begonia,1864,ﾄﾞﾐﾆｶﾘｽ,,,,,,○'89
,,○,,,,,DOOR,,,,eminii         　         (sp),"Africa       Central, East Africa",trail/scand,,C. M. Hu,Tetraphila,1894,ｴﾐﾆｲ,,,,,,○'83
,,○,,,,,DOOR,,,,gemmipara             (sp),Asia         India (Sikkim),tuberous,,Hook. f. & Thoms,Putzeysia,1855,ｹﾞﾝﾐﾊﾟﾗ,,,,,,
,,○,,,,,DOOR,,,,gladiifolia           (sp) → longipetiolata,,rhiz,,Engl.,,1922,ｸﾞﾗﾃﾞｨｲﾌｫﾘｱ,,,,,,
,,○,,,,,DOOR,,,,kortsiae                (sp),America    Mexico (Oaxaca),rhiz,,Ziesenh.,Gireoudia,1971,ｺﾙﾂｼｴ,,,,,,
,,○,,,,,DOOR,,,,longiscapa             (sp),Asia         Philippines (Leyte),z,,Warb.,DiplocliniumⅠ,1904,ﾛﾝｷﾞｽｶﾊﾟ,,,,,,
,,○,,,,,DOOR,,,,toledoana            (sp),America    Brazil (Sao Paulo),z,,Handro,Pritzelia,1983,ﾄﾚﾄﾞｱｰﾅ,,,,,,
,,○,,,,,DOOR,○,trail/scand white pale pink,,thaipingensis        (sp),Asia         Peninsular Malaysia,z,,King,Parvibegonia,1902,ﾀｲﾋﾟﾝｹﾞﾝｼｽ,,,,,,
,,○,,,,,DOOR,,,,rafael-torresii      (sp),America    Mexico (Oaxaca),z,,Burt-Utley,Gireoudia,1990,ﾗﾌｧｴﾙ･ﾄﾚｼｲ,,,,,,
,,○,,,,,AA yamaguchi,,,,Yuuzuru,Kawachimusume x Mrs.Hashimoto,cane,,Yamaguchi H.,Japan,1996 Beg,ﾕｳﾂﾞﾙ　　　　　　（夕鶴）,Beg,,,,,○
,,,,,,,JBS3,,,,Bridal Veil,Nitida Alba x semp.Frill Red,semp,,Yamaguchi Y.,Japan,1996 Beg,ﾌﾞﾗｲﾀﾞﾙ･ﾍﾞｰﾙ,Beg,,,,,○
,,○,,,,,JBS3,,,,Azuchi,formosana f. albomaculata x Georgeous George,rex,,Kamata Y.,Japan,1997 Beg,ｱﾂﾞﾁ              (安土）,Beg,,,,,○
,,○,,,,,JBS3,,,,Momoyama,formosana f. albomaculata x Georgeous George,rex,,Kamata Y.,Japan,1997 Beg,ﾓﾓﾔﾏ　           (桃山）,Beg,,,,,○
,,○,,,,,AA yamaguchi,,,,Daisuke,Miss Pretty x The Chief,rex,,Yamaguchi H.,Japan,1995 Beg,ﾀﾞｲｽｹ           　（大助）,Beg,,,,,○
,,○,,,,,ABS R#964 JBS3,,,,Seishounagon,Mrs. Hashimoto chance seed.,cane,,Imamura H.,Japan,1996 Beg,ｾｲｼｮｳﾅｺﾞﾝ　     （清少納言）,Beg,,,,,○
,,○,,,,,ABS R#963 JBS3,,,,Shirotae,Lenore Olivier x maculata,cane,,Imamura H.,Japan,1990 Beg,ｼﾛﾀｴ           　（白妙）,Beg,,,,,○
,,○,,,,,JBS3,○,阿形,,Agyo,deliciosa x Thai sp.,rhiz,,Itoh A.,Japan,1996 Beg,ｱｷﾞｮｳ　       　　（阿形）,Beg,,,,植村,○
,,○,,,,,JBS3,,,,Ryoufuh,deliciosa x Thai sp.,rhiz,,Itoh A.,Japan,1996 Beg,ﾘｮｳﾌｳ  　　    　（涼風）,Beg,,,,,○
,,○,,,,,JBS3,,,,Ungyou　　　　　　,deliciosa x Thai sp.,rhiz,,Itoh A.,Japan,1996 Beg,ｳﾝｷﾞｮｳ　　   　　（吽行）,Beg,,,,,○
,,○,,,,,JBS3,,,,Nishiki,,rex,,,Japan,Beg,ﾆｼｷ　             （錦）,Beg,,,,,○
,,○,,,,,JBS1,,,,Sazanami,,rex,,Shigemi H.,Japan,1970 Beg,ｻｻﾞﾅﾐ　            （細波）,Beg,,,,,○
,,○,,,,,JBS3,,,,Awayuki,Cora Miller x Midnight Magic,rex,,Itoh A.,Japan,1995 Beg,ｱﾜﾕｷ           　（淡雪）,Beg,,,,,○
,,○,,,,,JBS3,,,,Brown Magic,Cora Miller x Midnight Magic,rex,,Itoh A.,Japan,1996 Beg,ﾌﾞﾗｳﾝ･ﾏｼﾞｯｸ,Beg,,,,,○
,,○,,,,,JBS3,,,,Ginnezu-Nishiki,Red Pearl x chitoensis,rex,,Itoh A.,Japan,1997 Beg,ｷﾞﾝﾈｽﾞﾆｼｷ　    （銀鼠錦）,Beg,,,,,○
,,○,,,,,JBS3,,,,Gin-Nashiji,Red Pearl x chitoensis,rex,,Itoh A.,Japan,1997 Beg,ｷﾞﾝﾅｼｼﾞ　        （銀梨子地）,Beg,,,,,○
,,○,,,,,JBS3,,,,Green Dream,Red Pearl x Thai sp.,rex,,Itoh A.,Japan,1996 Beg,ｸﾞﾘｰﾝ･ﾄﾞﾘｰﾑ,Beg,,,,,○
,,○,,,,,JBS3,,,,Guinevere,hemsleyana x Miss Pretty,rex,,Yamaguchi Y.,Japan,1996 Beg,ｸﾞｨﾈﾋﾞｱ,Beg,,,,,○
,,○,,,,,AA yamaguchi,,,,Minerva,hemsleyana x (hemsleyana x Miss Pretty),rex,,Yamaguchi H.,Japan,1996 Beg,ﾐﾈﾙﾊﾞ,Beg,,,,,○
,,○,,,,,JBS3,,,,Phantasma,Midnight Magic x Royal Petticoat,rex,,Yamaguchi Y.,Japan,1996 Beg,ﾌｧﾝﾀｽﾞﾏ,Beg,,,,,○
,,○,,,,,JBS3,,,,Red Drop,Tiny Bright x Sumigoromo,rex,,Itoh A.,Japan,1965 Beg,ﾚｯﾄﾞ･ﾄﾞﾛｯﾌﾟ,Beg,,,,,○
,,○,,,,,JBS3,,,,Silver Riffle,Red Pearl x chitoensis,rex,,Itoh A.,Japan,1997 Beg,ｼﾙﾊﾞｰ･ﾘｯﾌﾙ,Beg,,,,,○
,,○,,,,,JBS3,,,,Tiny Fantasy,Sumigoromo x Tiny Bright,rex,,Itoh A.,Japan,1995 Beg,ﾀｲﾆｲ･ﾌｧﾝﾀｼﾞｰ,Beg,,,,,○
,,○,,,,,JBS3,,,,Troll,Midnight Magic x Royal Petticoat,rex,,Yamaguchi Y.,Japan,1996 Beg,ﾄﾛｰﾙ,Beg,,,,,○
,,○,,,,,JBS3,,,,Uzushio,Tiny Bright x Sumigoromo,rex,,Itoh A.,Japan,1996 Beg,ｳｽﾞｼｵ　　　　　  （渦潮),Beg,,,,,○
,,○,,,,,JBS3,,,,Verdurous Giant,Tiny Bright x Sumigoromo,rex,,Itoh A.,Japan,1996 Beg,ﾊﾞｰﾃﾞｭﾗｽ･ｼﾞｬｲｱﾝﾄ,Beg,,,,,○
,,○,,,,,Beg,○,発表,,U001       　　(sp)         →  grisea,America    Brazil,thick/stem,,Ralph Spencer,,1859,Ｕ００１,,,,,,
